Ep.,구분,이름,메뉴,계절,시/도,군/구,지번,전화번호,비고,Filter,formatted_address,lat,lng
Ep.32,소울 시티,할매국시,칼국수,,울산,중,서동 55-6번지,052-281-7602,,1,대한민국 울산광역시 중구 서동 55-6,35.5802045,129.3439873
Ep.32,소울 시티,초장집,쓰끼다시 만 제공,,울산,남,신정동 수암시장 어디나,,"시장 내 고기 구입 후 구워먹는 시스템.
뭐든 시장내 구입후 구워먹을 수 있음.
회를 떠와도 됨.",1,대한민국 울산광역시,35.5383773,129.3113596
Ep.32,소울 시티,경북식육점수암시장,매운족발/껍데기 기타,,울산,남,신정4동 855-35,052-274-4209,족발집 돼지 껍데기 판매,1,대한민국 울산광역시 남구 신정4동 855-35,35.5274209,129.3192539
Ep.33,걸신에게 물어봐,군산집,아구찜,,경기,성남,분당구 구미동 123-4,031-715-3377,자반고등어. 맵지 않음.,1,대한민국 경기도 성남시 분당구 구미동 123-4,37.3436823,127.1117909
Ep.33,걸신에게 물어봐,플랩잭 팬트리,팬 케익,,경기,성남,분당구 판교동 566-9,031-8016-0168,최소영.,1,대한민국 경기도 성남시 분당구 판교동 566-9,37.3908194,127.0984705
Ep.33,걸신에게 물어봐,벨라로사,스테이크(안심스테이크 레어),,경기,성남,분당구 정자1동 18-7,031-717-7282,"강헌. 브라케 도다끼(세미스파클링 이탈리아 피에몬트산 와인).
약간의 최음제 성분이 있다는 속설이 있음.",1,대한민국 경기도 성남시 분당구 정자1동 18-7,37.3667981,127.1071946
Ep.33,걸신에게 물어봐,청와정,수육 세트 (모듬전/묵 무침),,경기,용인,수지구 풍덕천동 35-1,031-896-9876,"28회에 소개됨.
강헌. 가족 식사 추천. 안동 음식 전문점.
수육 후 나오는 국수를 깻잎에 싸 먹으면 좋음.",1,대한민국 경기도 용인시 수지구 풍덕천동 35-1,37.3279454,127.0965062
Ep.33,걸신에게 물어봐,사누키진우동,우동,,경기,성남,분당구 서현동 260-4,031-708-5999,공통.,1,대한민국 경기도 성남시 분당구 서현동 260-4,37.3865686,127.1221159
Ep.33,이 집에 가라,서부 감자국,감자탕,,서울,은평,녹번동 181,02-356-4555,,1,대한민국 서울특별시 은평구 녹번동 181,37.6022197,126.9269244
Ep.34,걸신에게 물어봐,오시오 떡볶이,떡볶이(국물떡볶이),,서울,동작,상도1동 633-44,02-825-7798,,1,대한민국 서울특별시 동작구 상도1동 633-44,37.5040442,126.9498079
Ep.34,걸신에게 물어봐,한우 정육 식당,한우,,서울,강남,역삼동 649-6,02-569-6880,,1,대한민국 서울특별시 강남구 역삼동 649-6,37.4995431,127.0302841
Ep.34,걸신에게 물어봐,상촌식당,"짬뽕(소마명 백짬뽕), 탕수육",,충북,충주,수안보면 중산리 268-6,043-848-3492,,1,대한민국 충청북도 충주시 수안보면 중산리 268-6,36.8846673,127.9951335
Ep.34,걸신에게 물어봐,명동돈까스,돈까스,,서울,중,명동1가 59-13,02-776-5300,,1,대한민국 서울특별시 중구 명동1가 59-13,37.5639929,126.9835683
Ep.34,소울 시티,신식당,떡갈비,,전남,담양,담양읍 담주리 68-1,061-382-9901,"22회에 소개됨.
원조식당. 비싸고 양이 적음.",1,대한민국 전라남도 담양군 담양읍 담주리 68-1,35.3215882,126.9815109
Ep.34,소울 시티,민속식당,죽순 관련 요리,,전남,담양,담양읍 객사리 252-1,061-381-2515,"22회에 소개됨.
신식당 인근 죽순관련 요리 전문.
신식당의 메뉴가 부실하여 떡갈비만 포장 후 이곳에서 다른 메뉴와 함께 먹으면 좋음.",1,대한민국 전라남도 담양군 담양읍 객사리 252-1,35.3212185,126.9829925
Ep.34,소울 시티,송월관,떡갈비,,경기,동두천,생연2동 683-24,031-865-2428,22회에 소개됨.,1,대한민국 경기도 동두천시 생연2동 683-24,37.9008298,127.0549325
Ep.34,소울 시티,한상근 대통밥집,죽통밥,,전남,담양,월산면 화방리 428-10,061-382-1999,가성비가 좋음.,1,대한민국 전라남도 담양군 월산면 화방리 428-10,35.3337462,126.9645785
Ep.34,소울 시티,죽림원,백숙(죽계찜) (대나무 백숙),,전남,담양,월산면 화방리 624-24,061-383-1292,주변 대밭으로 정취가 좋음.,1,대한민국 전라남도 담양군 월산면 화방리 624-24,35.3367158,126.9481442
Ep.34,소울 시티,전통식당,한정식,,전남,담양,고서면 고읍리 688-1,061-382-3111,"6회에 소개됨.
젓깔, 짠지, 홍어삼합, 참게장.",1,대한민국 전라남도 담양군 고서면 고읍리 688-1,35.2079857,126.9867314
Ep.34,소울 시티,수북회관꿀꿀갈비,돼지갈비,,전남,담양,수북면 대방리 405-9,061-382-7043,,1,대한민국 전라남도 담양군 수북면 대방리 405-9,35.30351530000001,126.9287801
Ep.34,소울 시티,뚝방국수,국수,,전남,담양,담양읍 천변리 159-1,061-382-5630,22회에 소개됨.,1,대한민국 전라남도 담양군 담양읍 천변리 159-1,35.3185272,126.9794883
Ep.34,소울 시티,청운식당,순대(암뽕순대),,전남,담양,담양읍 담주리 85,061-381-2436,,1,대한민국 전라남도 담양군 담양읍 담주리 85,35.3209126,126.98156
Ep.34,소울 시티,민속집,불고기(고추장 석쇠 불고기),,전북,순창,순창읍 남계리 505-1,063-653-8880,,1,대한민국 전라북도 순창군 순창읍 남계리 505-1,35.3740309,127.1434033
Ep.34,소울 시티,옥천골 식당,불고기(고추장 석쇠 불고기),,전북,순창,교성리 394-21,063-653-1008,"걸신추천
[압정]
S02E09 맞은편으로 이전함.",1,대한민국 전라북도 순창군 순창읍 교성리 394-21,35.3708556,127.1400099
Ep.34,소울 시티,새집,불고기(고추장 석쇠 불고기),,전북,순창,순창읍 남계리 529,063-653-2271,S02E11 가격 대비 만족도가 뛰어남.,1,대한민국 전라북도 순창군 순창읍 남계리 529,35.3732027,127.1430521
Ep.34,소울 시티,남원집,한정식,,전북,순창,순창읍 순화리 216-2,063-653-2376,6인 예약제. 하루 한 팀만 받음.,1,대한민국 전라북도 순창군 순창읍 순화리 216-2,35.3734022,127.141188
Ep.34,소울 시티,담양온천,노천 온천탕,,전북,담양,금성면 원율리 399,061-380-5111,기타 한옥 민박 등 추천.,1,대한민국 전라남도 담양군 금성면 원율리 399,35.3654772,127.0256532
Ep.34,걸신 인문학,남포수제비,수제비,,부산,중,창선동1가 8-2,051-245-6821,,1,대한민국 부산광역시 중구 창선동1가 8-2,35.099885,129.0305267
Ep.34,걸신 인문학,삼청동수제비,수제비,,서울,종로,삼청동 102,02-735-2965,,1,대한민국 서울특별시 종로구 삼청동 102,37.5845351,126.9819371
Ep.34,걸신 인문학,영원식당,수제비,,서울,영등포,여의도동 21-3,02-784-1866,,1,대한민국 서울특별시 영등포구 여의도동 21-3,37.5261946,126.9310419
Ep.34,걸신 인문학,김가네사골수제비,수제비(도가니 수제비),,충남,보령,신흑동 760-1,041-934-4706,대천 해수욕장 인근.,1,대한민국 충청남도 보령시 신흑동 760-1,36.3204026,126.5183253
Ep.34,걸신 인문학,이성당,단팥빵,,전북,군산,중앙로1가 12-2,063-445-2772,,1,대한민국 전라북도 군산시 중앙로1가 12-2,35.9870536,126.7111711
Ep.34,걸신 인문학,쟝블랑제리,단팥빵,,서울,관악,낙성대동 1660-7,02-889-5170,,1,대한민국 서울특별시 관악구 낙성대동 1660-7,37.4771092,126.9619341
Ep.34,걸신 인문학,빠띠쓰리애나스,단팥빵,,경기,성남,분당구 구미동 189-1,031-716-3994,,1,대한민국 경기도 성남시 분당구 구미동 189-1,37.3376732,127.1109758
Ep.34,걸신 인문학,델리숍,단팥빵,,서울,서초,반포동 19-3번지 JW 메리어트 호텔 서울 로비층,02-6282-6738,,1,대한민국 서울특별시 서초구 반포동 19-3,37.5041299,127.0030692
Ep.34,걸신 인문학,델리,단팥빵,,서울,구로,신도림동 360-51번지 쉐라톤서울디큐브시티호텔 지하1층,,,1,대한민국 서울특별시 구로구 신도림동 360-51,37.5091137,126.8893508
Ep.35,걸신에게 물어봐,왱이집,해장국(콩나물),,전북,전주,완산구 경원동2가 12-1,063-287-6979,,1,대한민국 전라북도 전주시 완산구 경원동2가 12-1,35.8183021,127.1491972
Ep.35,걸신에게 물어봐,이맛콩나물국밥,해장국(콩나물),,전북,전주,완산구 서신동 791-6,063-271-6640,,1,대한민국 전라북도 전주시 완산구 서신동 791-6,35.8317189,127.118794
Ep.35,걸신에게 물어봐,삼백집,해장국(콩나물),,전북,전주,완산구 고사동 454-1,063-284-2227,,1,대한민국 전라북도 전주시 완산구 고사동 454-1,35.8178302,127.1410166
Ep.35,걸신에게 물어봐,남부시장,해장국(콩나물),,전북,전주,완산구 전동 295-4,063-284-1344,,1,대한민국 전라북도 전주시 완산구 전동 295-4,35.8127656,127.1475776
Ep.35,걸신에게 물어봐,한벽집,묵은지탕,,전북,전주,완산구 교동 15-3,063-284-2736,전주천변 어디나.,1,대한민국 전라북도 전주시 완산구 교동 15-3,35.812223,127.1584407
Ep.35,걸신에게 물어봐,동환식당,우럭매운탕/두루치기,,제주,서귀포,법환동 223,064-739-8644,"조인래 제주 특파원.
지리. 제피가루 따로 요청.",1,대한민국 제주특별자치도 서귀포시 법환동 223,33.236405,126.5131136
Ep.35,걸신에게 물어봐,몰질 식육식당,복지리,,제주,서귀포,강정동 4521-8,064-739-1542,"조인래 제주 특파원.
메밀수제비 추가.",1,대한민국 제주특별자치도 서귀포시 강정동 4521-8,33.2353646,126.4803661
Ep.35,걸신에게 물어봐,용이식당,두루치기,,제주,서귀포,서귀동 298-8,064-732-7892,자반고등어.,1,대한민국 제주특별자치도 서귀포시 서귀동 298-8,33.2512764,126.5603458
Ep.35,걸신에게 물어봐,천짓골,수육(돔배고기),,제주,서귀포,천지동 294-10,064-763-0399,,1,대한민국 제주특별자치도 서귀포시 천지동 294-10,33.2482417,126.5613677
Ep.35,걸신에게 물어봐,순화국수,국수(고기국수),,제주,제주,노형동 934-18,064-742-2075,,1,대한민국 제주특별자치도 제주시 노형동 934-18,33.4837633,126.4841276
Ep.35,걸신에게 물어봐,장춘식당,제주 토속음식,,제주,제주,연동 281-6,064-742-8556,성게국수. 갈치국.,1,대한민국 제주특별자치도 제주시 연동 281-6,33.4910333,126.4929834
Ep.35,퀸 오브 디저트,"에끌레어바이가루하루 
(ECLAIR by garuharu)",에끌레어,,서울,용산,이태원동 247-9,02-337-8090,"프랑스 유학파 쉐프가 운영하는 디저트 전문점.
타닌성분이 낮은 홍차, 디저트 와인과 어울림.
마카롱과 함께 추천.",1,대한민국 서울특별시 용산구 이태원동 247-9,37.5408056,126.9919806
Ep.35,이 집에 가라,개성식당,개장국,,경기,파주,교하읍 교하리 388-7,031-941-3004,"수육은 비추.
기름기가 적고 장과 야채가 좋아 깔끔한 맛.
특 권장.

S02E15
1위.
연한 국물에 가까우며 개고기와 뼈에서 우러난 육수와 채소에서 우러난 국물의 조화가 매우 뛰어나 오랜 시간을 통해 만들어진 맛은 단순한 재주로는 넘어서기 힘듬.
수육은 절대 추천하지 않음.

S02E19
개장국편 1위.",1,대한민국 경기도 파주시,37.7598688,126.7801781
Ep.35,맛집,신진시장골목,개장국,,서울,종로,종로5가 225-21,02-2277-5395,"이재운.
동대문 인근 추천.",1,대한민국 서울특별시 종로구 종로5가 225-21,37.5701794,127.0049267
Ep.35,이 집에 가라,박달집,개장국,,부산,금정,구서2동 1026-7,051-515-9879,"20년대 개점.
개요리 식당 1호점.
100년 가까이 영업중.",1,대한민국 부산광역시 금정구 구서2동 1026-7,35.2568643,129.0842619
Ep.36,걸신에게 물어봐,평남면옥,냉면(평양냉면),,경기,동두천,생연동 818,031-865-2413,평양면옥과는 다른 냉면.,1,대한민국 경기도 동두천시 생연동 818,37.904078,127.0509247
Ep.36,걸신에게 물어봐,의정부 시장 떡볶이 골목,떡볶이,,경기,의정부,,,,1,대한민국 경기도 의정부시,37.73809800000001,127.0336819
Ep.36,걸신에게 물어봐,서문우동,크림/소보루 빵,,충북,청주,상당구 서문동 166-3,043-256-3334,12회에 소개됨.,1,대한민국 충청북도 청주시 상당구 서문동 166-3,36.6354627,127.4851255
Ep.36,걸신에게 물어봐,공원당,우동,,충북,청주,상당구 남문로2가 87,043-255-3894,기차역 가락국수 정취.,1,대한민국 충청북도 청주시 상당구 남문로2가 87,36.6330688,127.4886189
Ep.36,걸신에게 물어봐,상주올갱이,해장국(올갱이 해장국),,충북,청주,상당구 서문동 181-1,043-256-7928,,1,대한민국 충청북도 청주시 상당구 서문동 181-1,36.6327109,127.4856469
Ep.36,걸신에게 물어봐,할머니손칼국수,칼국수,,충북,청주,청원구 내덕2동 393,043-211-5574,,1,대한민국 충청북도 청주시,36.6424341,127.4890319
Ep.36,걸신에게 물어봐,대한생선국수,국수(생선국수),,충북,청주,서원구 개신동 81,043-265-9292,,1,대한민국 충청북도 청주시,36.6424341,127.4890319
Ep.36,걸신에게 물어봐,부엉상회,어리굴젓,,충남,서산,동문동 900,041-665-6979,"조금더 알려져 질이 떨어진듯하나 모자라지 않음.
자연산 석굴 사용.
큰 것 병 보다 작은병 여러개 구입을 추천.",1,대한민국 충청남도 서산시 동문동 900,36.7823989,126.4553428
Ep.36,걸신에게 물어봐,광천젓갈상회,어리굴젓,,충남,서산,동문동 878-9,041-667-8484,"숙성 단계별 선택 가능.
자연산 석굴 사용.
큰 것 병 보다 작은병 여러개 구입을 추천.",1,대한민국 충청남도 서산시 동문동 878-9,36.7836444,126.4568133
Ep.36,걸신에게 물어봐,강경신안상회,조개젓,,전북,익산,망성면 신작리 720-1,041-745-1002,"짜지 않고 싱싱함.
주소는 전북으로 검색 되나 전화 번호는 충남임.
G마켓/옥션 동일 점포명으로 검색 가능.
주소 로 찾아가면 위치에 해당 점포가 없으나 홈페이지상의 주소는 해당 위치가 맞음. http://강경신안상회.kr/ [다음-아배고파]]",1,대한민국 전라북도 익산시 망성면 신작리 720-1,36.1462739,127.0162298
Ep.36,걸신에게 물어봐,안동댁,개장국,,서울,강남,대치동 957-27,02-562-2900,쇼샤님 추천.,1,대한민국 서울특별시 강남구 대치동 957-27,37.5050494,127.0581256
Ep.36,걸신에게 물어봐,문타로,닭 간 꼬치,,서울,용산,한남동 683-124,02-796-7232,준비 되는지 물어볼 것.,1,대한민국 서울특별시 용산구 한남동 683-124,37.5354781,126.9993244
Ep.36,걸신에게 물어봐,천상,닭 간 꼬치,,서울,용산,한남동 737-4 1층,02-749-2224,준비 되는지 물어볼 것.,1,대한민국 서울특별시 용산구 한남동 737-4,37.5355974,126.9988408
Ep.36,걸신에게 물어봐,천하,닭 간 꼬치,,서울,마포,상수동 86-35,02-325-9642,준비 되는지 물어볼 것.,1,대한민국 서울특별시 마포구 상수동 86-35,37.5500175,126.9233548
Ep.36,걸신에게 물어봐,이치에,닭 간 꼬치,,서울,강남,신사동 656-7,070-4273-4087,닭 간과 염통.,1,대한민국 서울특별시 강남구 신사동 656-7,37.5253356,127.0376706
Ep.36,걸신에게 물어봐,코롬방제과점,크림치즈바게트,,전남,목포,무안동 1-1,061-243-2161,,1,대한민국 전라남도 목포시 무안동 1-1,34.7899334,126.3844542
Ep.36,걸신에게 물어봐,쑥꿀레,분식,,전남,목포,죽동 64-1,061-244-7912,한국식 디저트,1,대한민국 전라남도 목포시 죽동 64-1,34.7919105,126.3829897
Ep.36,걸신에게 물어봐,곰집갈비,냉면(함흥냉면),,전남,목포,창평동 7-10,061-244-1567,냉면에 산낙지가 올려 나옴.,1,대한민국 전라남도 목포시 창평동 7-10,34.7932914,126.3845504
Ep.36,소울 시티,교동반점(교동짬뽕),짬뽕(매운짬뽕),,강원,강릉,교동 162-126,033-646-3833,11회에서 소개됨.,1,대한민국 강원도 강릉시 교동 162-126,37.758351,128.8930428
Ep.36,소울 시티,옛 태광식당,미역국,여름,강원,강릉,강문동 225,010-2960-9612,"우럭/광어 베이스의 육수를 이용한 진한 맛으로 여름 보신음식으로 추천.
장시간(2시간 가량) 점거할 경우 광어로 낸 육수를 요청할 수 있음.",1,대한민국 강원도 강릉시 강문동 225,37.79661919999999,128.9166883
Ep.36,이 집에 가라,광덕식당,소머리국밥,,강원,강릉,성남동 53-10,033-642-6851,닭국밥/내장 국밥도 추천.,1,대한민국 강원도 강릉시 성남동 53-10,37.7535737,128.8989817
Ep.36,소울 시티,오산횟집,섭국,,강원,양양,손양면 동호리 1-4,033-672-4168,,1,대한민국 강원도 양양군 손양면 동호리 1-4,38.0574059,128.6825248
Ep.36,소울 시티,천선식당,뚜거리탕(꾹저구탕),여름,강원,양양,양양읍 월리 318-2,033-672-5566,별미로 추천.,1,대한민국 강원도 양양군 양양읍 월리 318-2,38.0688609,128.6240131
Ep.36,소울 시티,연곡꾹저구탕,뚜거리탕(꾹저구탕),,강원,강릉,연곡면 방내리 69-7,033-661-1494,별미로 추천.,1,대한민국 강원도 강릉시 연곡면 방내리 69-7,37.8590238,128.8314618
Ep.37,걸신에게 물어봐,상안가든,맑은 오리탕,,울산,북,상안동 680-1,052-295-0593,32회에서 소개됨.,1,대한민국 울산광역시 북구 상안동 680-1,35.6198892,129.3354893
Ep.37,걸신에게 물어봐,미림 횟집,장어(갯장어 샤브샤브),"여름, 가을",전남,여수,경호동 614-1,061-666-6677,31회에서 소개됨.,1,대한민국 전라남도 여수시 경호동 614-1,34.7218543,127.7224354
Ep.37,걸신에게 물어봐,영란횟집,민어 Full cource,여름,전남,목포,만호동 1-5,061-243-7311,36회에서 소개됨.,1,대한민국 전라남도 목포시 만호동 1-5,34.7860909,126.384115
Ep.37,걸신에게 물어봐,삼화횟집,민어 Full cource,여름,전남,목포,중앙동1가 4-2,061-244-1079,36회에서 소개됨.,1,대한민국 전라남도 목포시 중앙동1가 4-2,34.786306,126.3836858
Ep.37,걸신에게 물어봐,본수원갈비,갈비(양념갈비),,경기,수원,팔달구 우만2동 51-20,031-211-8434,28회에 소개됨.,1,대한민국 경기도 수원시 팔달구 우만2동 51-20,37.2781865,127.0405971
Ep.37,걸신에게 물어봐,남보원불고기,소고기,,경기,수원,장안구 영화동 284-2,031-245-9395,"그날 그날 판매하는 부위가 바뀜.
1인분 250g 4만원.
육회 2인분 9만원. (양은 충분함.)",1,대한민국 경기도 수원시 장안구 영화동 284-2,37.2904138,127.013687
Ep.37,이 집에 가라,백만석,비빔밥(멍게 비빔밥),여름,경남,거제,상동동 960,055-638-3300,"규모가 커졌음에도 음식맛이 여전함.
함께 나오는 생선 국(봄 : 도다리 쑥국, 여름 : 우럭 지리, 겨울 : 물메기 지리)이 일품.
갈치구이도 추천(비싼게 함정).",1,대한민국 경상남도 거제시 상동동 960,34.8751574,128.6268017
Ep.37,맛집,몽돌밭횟집,비빔밥(성게 비빔밥),여름,경남,거제,장목면 송진포리 59,055-636-9055,가격이 비쌈.,1,대한민국 경상남도 거제시 장목면 송진포리 59,35.0050822,128.7006279
Ep.37,맛집,한산섬식당,뽈락구이,,경남,통영,산양읍 정량동 1374-10,055-642-8021,,1,대한민국 경상남도 통영시 정량동 1374-10,34.8432332,128.4312488
Ep.38,맛집,감나무골,개장국,,경기,의왕,내손동 58-1,031-426-1245,양으로 승부. 맛도 좋음.,1,대한민국 경기도 의왕시 내손동 58-1,37.3737256,126.99627
Ep.38,맛집,경북식당,순대(피순대),,충남,공주,산성동 186-1,041-855-4860,,1,대한민국 충청남도 공주시 산성동 186-1,36.4583758,127.124415
Ep.38,걸신에게 물어봐,무안식당,육사시미,,전남,무안,무안읍 면성2길 36,061-453-2431,6회에 소개됨.,1,대한민국 전라남도 무안군 무안읍 면성2길 36,34.99053,126.4768469
Ep.38,걸신에게 물어봐,무안식당 별관,육사시미,,전남,무안,무안읍 성내리 187-1,061-453-1919,6회에 소개됨.,1,대한민국 전라남도 무안군 무안읍 성내리 187-1,34.99053,126.4768469
Ep.38,걸신에게 물어봐,キムラ屋 (키무라야),베이커리(단팥빵),,"東京都
(도쿄도)","中央区
(추오구)","銀座4-5-7
(긴자 4-5-7)",+81 3-3561-0091,4-2회에 소개됨. [최소영],1,"4 Chome-5-7 Ginza, Chūō-ku, Tōkyō-to 104-0061 일본",35.6717557,139.7651673
Ep.38,걸신에게 물어봐,어시장,,,도쿄,,,,,1,일본 도쿄 도,35.6894875,139.6917064
Ep.38,걸신에게 물어봐,つな八 (츠나하찌),각종 튀김,,도쿄,아다치,센쥬 3-92,+81 3-4376-5906,"[자반고등어]

S02E20
횟집과 구분하기 어려울 정도로 생선이 많이 진열되어 주문하면 주문한 생선이 튀겨나옴.
튀김이외에는 판매하지 않으며 디저트로 아이스크림 튀김이 나옴.",1,일본 도쿄 도 아다치,35.7756644,139.8044788
Ep.38,맛집,미조항,대구탕,,경남,남해,미조면 미조리 168-43,055-860-3114,[최소영],1,대한민국 경상남도 남해군 미조면 미조리 168-43,34.7102309,128.0471394
Ep.38,소울 시티,기장곰장어,짚불꼼장어,,부산,기장,기장읍 시랑리 572-4,051-721-2934,"[최소영, 강헌]",1,대한민국 부산광역시 기장군 기장읍 시랑리 572-4,35.1853836,129.211399
Ep.38,소울 시티,자갈치시장,어묵,,부산,중,남포동4가 37-1,051-713-8000,[최소영],1,대한민국 부산광역시 중구 남포동4가 37-1,35.0966394,129.0305933
Ep.38,소울 시티,겐짱카레,카레(일본식),,부산,중,대청로135번길 26,051-461-0092,[이종한],1,대한민국 부산광역시,35.1795543,129.0756416
Ep.38,소울 시티,박달집,개장국,,부산,금정,구서2동 1026-7,051-515-9879,"35회에 소개됨.
20년대 개점.
개요리 식당 1호점.
100년 가까이 영업중.",1,대한민국 부산광역시 금정구 구서2동 1026-7,35.2568643,129.0842619
Ep.38,소울 시티,내호냉면,밀면,,부산,남,우암동 189,051-646-6195,"25회에 소개됨.
평양냉면 느낌. 1919년 개점. 밀면의 원조. [강헌]",1,대한민국 부산광역시 남구 우암동,35.1263344,129.0761011
Ep.38,소울 시티,송정3대국밥,돼지국밥,,부산,진,부전2동 255-15,051-806-5722,가장 오래됨. 본전돼지국밥과는 다른 터프한 돼지향. [강헌],1,대한민국 부산광역시 부산진구 부전2동 255-15,35.1556831,129.0585467
Ep.38,소울 시티,대영상회,회,,부산,중,남포동5가 92,051-247-6411,"강헌. 자갈치시장 신동아회센타 내.
영화배우 김기호의 안부를 묻는것이 노하우.",1,대한민국 부산광역시 중구 남포동5가,35.0974516,129.0294937
Ep.38,소울 시티,중앙식당,횟밥,,부산,중,중앙동1가 22,051-246-1129,"지리도 추천.
겨울 - 생 명태탕.",1,대한민국 전라북도 전주시 완산구 중앙동1가,35.8164523,127.1424583
Ep.38,소울 시티,일광실국수,국수(실국수),,부산,중,남포동2가 14-5,051-245-4162,[강헌],1,대한민국 부산광역시 중구 남포동2가 14-5,35.098677,129.032036
Ep.38,소울 시티,명락우동,우동,,부산,중,광복동1가 20-1,051-245-5532,[강헌],1,대한민국 부산광역시 중구 광복동1가 20-1,35.098988,129.0343563
Ep.38,소울 시티,중앙모밀(중앙손국수),소바(모밀국수),,부산,중,중앙동2가 27,051-246-8686,[강헌],1,대한민국 부산광역시 중구 중앙동2가 27,35.1018411,129.0352863
Ep.38,소울 시티,18번완당집,만두(완당),,부산,중,남포동3가 1,051-245-0018,12회에 소개됨. [강헌],1,대한민국 부산광역시 중구 남포동3가,35.098948,129.0292207
Ep.38,소울 시티,옛날오막집,곱창(양곱창),,부산,서,동대신동1가 232-2,051-243-6973,[강헌],1,대한민국 부산광역시 서구 동대신동1가 232-2,35.1089965,129.0198531
Ep.38,소울 시티,양곱창골목,곱창(양곱창),,부산,진,부전동,,스탠드바 분위기. [강헌],1,대한민국 부산광역시,35.1795543,129.0756416
Ep.38,이 집도 가라,동래할매파전,파전,,부산,동래,복천동 367-2,051-552-0791,기장 파 사용.,1,대한민국 부산광역시 동래구 복천동 367-2,35.2046345,129.0838253
Ep.38,이 집도 가라,해운대소문난암소갈비집,갈비(숯불갈비),,부산,해운대,중1동 1225-1,051-746-0003,"독특한 불판을 사용함.
구우며 고인 육수에 사리를 추가 요청 하면 별미 국수를 즐길 수 있음.",1,대한민국 부산광역시 해운대구 중1동 1225-1,35.1632154,129.1663955
Ep.39,걸신에게 물어봐,홍미닭발,닭발,,서울,강서,화곡6동 1118-18,02-2697-4996,캡사이신을 사용하지 않은 강한 매운 맛.,1,대한민국 서울특별시 강서구 화곡6동 1118-18,37.5513395,126.8517447
Ep.39,걸신에게 물어봐,해월토장집,된장음식,,서울,강서,등촌3동 667-11,02-2668-0057,[조장훈],1,대한민국 서울특별시 강서구 등촌3동 667-11,37.5586941,126.8443973
Ep.39,걸신에게 물어봐,도일처,동파육,,서울,강서,방화동 621-19,02-2662-2322,"[조장훈]
동파육이 나쁘지 않은 기억이나 동성각이 더 나은편.",1,대한민국 서울특별시 강서구 방화동 621-19,37.5619623,126.8077173
Ep.39,걸신에게 물어봐,또식당,애저찜,,광주,동,대의동 81-1,062-222-1355,"갓 태어난 새끼 돼지 요리.
최소 한 두시간 전 예약 필수.
한 마리 16~20만원. 반 마리 8~10만원.",1,대한민국 광주광역시 동구 대의동 81-1,35.149174,126.9186688
Ep.39,걸신에게 물어봐,진안관,애저탕,,전북,진안,진안읍 군상리 282-5,063-433-2629,갓 태어난 새끼 돼지 요리.,1,대한민국 전라북도 진안군 진안읍 군상리 282-5,35.7927659,127.4334506
Ep.39,걸신에게 물어봐,중섭식당,애저회(새끼회),,제주,서귀포,정방동 521-1,064-763-1277,아직 태어나지 않은 돼지 태아 요리. [조장훈],1,대한민국 제주특별자치도 서귀포시 정방동 521-1,33.2460748,126.5643004
Ep.39,걸신에게 물어봐,동방면식,콩국,,서울,영등포,대림동 1058-34,,튀김을 구입 하면 함께 나오는 콩국에 튀김을 잘라넣어 먹음. [조장훈],1,대한민국 서울특별시 영등포구 대림동 1058-34,37.491713,126.8979325
Ep.39,걸신에게 물어봐,백만석,비빔밥(멍게 비빔밥),여름,경남,거제,상동동 960,055-638-3300,37회에 소개됨.,1,대한민국 경상남도 거제시 상동동 960,34.8751574,128.6268017
Ep.39,이 집에 가라,혜성식당,은어밥/은어튀김,늦여름/초가을,경남,하동,화개면 탑리 626-5,055-883-2140,"예약 필수.
1인당 2만원 가량.
밥 나오기 전 은어 튀김 + 맥주 한잔 추천.
S02E12 동백식당 보다 맛은 이쪽이 더 좋다는 의견.",1,대한민국 경상남도 하동군 화개면 탑리 626-5,35.1924992,127.6246507
Ep.39,맛집,동백식당,은어밥/은어튀김,늦여름/초가을,경남,하동,화개면 탑리 674-4,055-883-2439,"예약 필수.
1인당 2만원 가량.
밥 나오기 전 은어 튀김 + 맥주 한잔 추천.
S02E12 혜성 식당 보다 조금 더 오래됐음.",1,대한민국 경상남도 하동군 화개면 탑리 674-4,35.1897669,127.6229063
Ep.39,걸신에게 물어봐,진우네집국수,국수,,전남,담양,객사리 211-34,061-381-5344,"가장 먼저 시작한 집.
인근 국수집들이 평준화 되어 있음.",1,대한민국 전라남도 담양군 담양읍 객사리 211-34,35.3240893,126.984273
Ep.39,걸신에게 물어봐,남보원불고기,소고기,,경기,수원,장안구 영화동 284-2,031-245-9395,37회에 소개됨.,1,대한민국 경기도 수원시 장안구 영화동 284-2,37.2904138,127.013687
Ep.39,걸신에게 물어봐,평양면옥(도곡),냉면,,서울,강남,도곡동 423-15,02-577-7784,"가장 최근에 문을 열었으나 계열점 중 가장 품질이 좋음.
S02E19
장충 평양면옥의 전성기때 맛을 낸다는 평가와 논현점, 분당점보다 못하다는 평가가 갈림.",1,대한민국 서울특별시 강남구 도곡동 423-15,37.4833171,127.0447905
Ep.39,걸신 인문학,태안자염,소금,,충남,태안,태안읍 동문리 894-8,041-672-3001,"2Kg 4만원 가량.
http://saltpeople.com/mall/index.html",1,대한민국 충청남도 태안군 태안읍 동문리 894-8,36.7460507,126.3041772
